"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
12,"1","2025-01-26T14:08:20.857705Z",150,"[{""start"":41,""end"":45,""text"":""SEBI"",""labels"":[""PROPN""]},{""start"":81,""end"":85,""text"":""RIAs"",""labels"":[""PROPN""]},{""start"":0,""end"":10,""text"":""सिक्योरिटी"",""labels"":[""NOUN""]},{""start"":15,""end"":23,""text"":""एक्सचेंज"",""labels"":[""NOUN""]},{""start"":11,""end"":14,""text"":""एंड"",""labels"":[""CONJ""]},{""start"":24,""end"":29,""text"":""बोर्ड"",""labels"":[""NOUN""]},{""start"":30,""end"":32,""text"":""ऑफ"",""labels"":[""ADP""]},{""start"":33,""end"":39,""text"":""इंडिया"",""labels"":[""PROPN""]},{""start"":47,""end"":56,""text"":""रजिस्टर्ड"",""labels"":[""ADJ""]},{""start"":57,""end"":69,""text"":""इन्वेस्टमेंट"",""labels"":[""NOUN""]},{""start"":70,""end"":79,""text"":""एडवाइजर्स"",""labels"":[""NOUN""]},{""start"":87,""end"":93,""text"":""डिजिटल"",""labels"":[""ADJ""]},{""start"":94,""end"":99,""text"":""गोल्ड"",""labels"":[""NOUN""]},{""start"":100,""end"":104,""text"":""सहित"",""labels"":[""ADP""]},{""start"":105,""end"":109,""text"":""अन्य"",""labels"":[""NOUN""]},{""start"":122,""end"":130,""text"":""प्रोडक्ट"",""labels"":[""NOUN""]},{""start"":110,""end"":121,""text"":""अनरेगुलेटेड"",""labels"":[""ADJ""]},{""start"":131,""end"":134,""text"":""में"",""labels"":[""ADP""]},{""start"":135,""end"":138,""text"":""डील"",""labels"":[""VERB""]},{""start"":139,""end"":143,""text"":""नहीं"",""labels"":[""PART_NEG""]},{""start"":144,""end"":146,""text"":""कर"",""labels"":[""VERB""]},{""start"":147,""end"":153,""text"":""सकेंगे"",""labels"":[""VERB""]}]",187.556,"सिक्योरिटी एंड एक्सचेंज बोर्ड ऑफ इंडिया (SEBI) रजिस्टर्ड इन्वेस्टमेंट एडवाइजर्स (RIAs) डिजिटल गोल्ड सहित अन्य अनरेगुलेटेड प्रोडक्ट में डील नहीं कर सकेंगे।","2025-01-26T14:08:20.857721Z"
13,"1","2025-01-26T14:09:47.246219Z",151,"[{""start"":19,""end"":23,""text"":""UPSC"",""labels"":[""PROPN""]},{""start"":54,""end"":57,""text"":""CDS"",""labels"":[""PROPN""]},{""start"":62,""end"":65,""text"":""341"",""labels"":[""NUM""]},{""start"":59,""end"":61,""text"":""के"",""labels"":[""ADP""]},{""start"":0,""end"":3,""text"":""संघ"",""labels"":[""NOUN""]},{""start"":4,""end"":7,""text"":""लोक"",""labels"":[""NOUN""]},{""start"":8,""end"":12,""text"":""सेवा"",""labels"":[""NOUN""]},{""start"":13,""end"":17,""text"":""आयोग"",""labels"":[""NOUN""]},{""start"":25,""end"":27,""text"":""ने"",""labels"":[""ADP""]},{""start"":28,""end"":36,""text"":""कम्बाइंड"",""labels"":[""ADJ""]},{""start"":37,""end"":43,""text"":""डिफेंस"",""labels"":[""NOUN""]},{""start"":44,""end"":52,""text"":""सर्विसेज"",""labels"":[""NOUN""]},{""start"":66,""end"":70,""text"":""पदों"",""labels"":[""NOUN""]},{""start"":74,""end"":79,""text"":""भर्ती"",""labels"":[""NOUN""]},{""start"":71,""end"":73,""text"":""पर"",""labels"":[""ADP""]},{""start"":80,""end"":86,""text"":""निकाली"",""labels"":[""VERB""]},{""start"":87,""end"":89,""text"":""है"",""labels"":[""VERB""]}]",83.84,"संघ लोक सेवा आयोग (UPSC) ने कम्बाइंड डिफेंस सर्विसेज (CDS) के 341 पदों पर भर्ती निकाली है।","2025-01-26T14:09:47.246233Z"
14,"1","2025-01-26T14:11:41.507741Z",152,"[{""start"":28,""end"":32,""text"":""CRPF"",""labels"":[""PROPN""]},{""start"":61,""end"":65,""text"":""CAPF"",""labels"":[""PROPN""]},{""start"":0,""end"":7,""text"":""सेंट्रल"",""labels"":[""ADJ""]},{""start"":8,""end"":14,""text"":""रिजर्व"",""labels"":[""ADJ""]},{""start"":15,""end"":20,""text"":""पुलिस"",""labels"":[""NOUN""]},{""start"":21,""end"":26,""text"":""फोर्स"",""labels"":[""NOUN""]},{""start"":34,""end"":36,""text"":""ने"",""labels"":[""ADP""]},{""start"":43,""end"":46,""text"":""में"",""labels"":[""ADP""]},{""start"":37,""end"":42,""text"":""देशभर"",""labels"":[""NOUN""]},{""start"":47,""end"":52,""text"":""स्थित"",""labels"":[""VERB""]},{""start"":53,""end"":60,""text"":""विभिन्न"",""labels"":[""ADJ""]},{""start"":66,""end"":75,""text"":""अस्पतालों"",""labels"":[""NOUN""]},{""start"":76,""end"":79,""text"":""में"",""labels"":[""ADP""]},{""start"":80,""end"":90,""text"":""पैरामेडिकल"",""labels"":[""ADJ""]},{""start"":91,""end"":96,""text"":""स्टाफ"",""labels"":[""NOUN""]},{""start"":100,""end"":105,""text"":""भर्ती"",""labels"":[""NOUN""]},{""start"":97,""end"":99,""text"":""की"",""labels"":[""ADP""]},{""start"":106,""end"":108,""text"":""के"",""labels"":[""ADP""]},{""start"":109,""end"":112,""text"":""लिए"",""labels"":[""ADP""]},{""start"":113,""end"":118,""text"":""आवेदन"",""labels"":[""NOUN""]},{""start"":119,""end"":124,""text"":""मांगे"",""labels"":[""VERB""]},{""start"":125,""end"":128,""text"":""हैं"",""labels"":[""VERB""]}]",111.916,"सेंट्रल रिजर्व पुलिस फोर्स (CRPF) ने देशभर में स्थित विभिन्न CAPF अस्पतालों में पैरामेडिकल स्टाफ की भर्ती के लिए आवेदन मांगे हैं।","2025-01-26T14:11:41.507789Z"
15,"1","2025-01-26T14:13:35.457960Z",153,"[{""start"":0,""end"":6,""text"":""बॉर्डर"",""labels"":[""NOUN""]},{""start"":7,""end"":17,""text"":""सिक्योरिटी"",""labels"":[""NOUN""]},{""start"":18,""end"":23,""text"":""फोर्स"",""labels"":[""NOUN""]},{""start"":25,""end"":28,""text"":""BSF"",""labels"":[""PROPN""]},{""start"":59,""end"":63,""text"":""GDMO"",""labels"":[""PROPN""]},{""start"":30,""end"":32,""text"":""ने"",""labels"":[""ADP""]},{""start"":33,""end"":37,""text"":""जनरल"",""labels"":[""ADJ""]},{""start"":45,""end"":51,""text"":""मेडिकल"",""labels"":[""ADJ""]},{""start"":38,""end"":44,""text"":""ड्यूटी"",""labels"":[""NOUN""]},{""start"":52,""end"":57,""text"":""ऑफिसर"",""labels"":[""NOUN""]},{""start"":65,""end"":67,""text"":""और"",""labels"":[""CONJ""]},{""start"":68,""end"":78,""text"":""स्पेशलिस्ट"",""labels"":[""NOUN""]},{""start"":79,""end"":83,""text"":""पदों"",""labels"":[""NOUN""]},{""start"":84,""end"":86,""text"":""पर"",""labels"":[""ADP""]},{""start"":87,""end"":92,""text"":""भर्ती"",""labels"":[""NOUN""]},{""start"":93,""end"":95,""text"":""के"",""labels"":[""ADP""]},{""start"":96,""end"":99,""text"":""लिए"",""labels"":[""ADP""]},{""start"":100,""end"":110,""text"":""नोटिफिकेशन"",""labels"":[""NOUN""]},{""start"":111,""end"":115,""text"":""जारी"",""labels"":[""VERB""]},{""start"":116,""end"":120,""text"":""किया"",""labels"":[""VERB""]},{""start"":121,""end"":123,""text"":""है"",""labels"":[""VERB""]}]",111.542,"बॉर्डर सिक्योरिटी फोर्स (BSF) ने जनरल ड्यूटी मेडिकल ऑफिसर (GDMO) और स्पेशलिस्ट पदों पर भर्ती के लिए नोटिफिकेशन जारी किया है।","2025-01-26T14:13:35.457973Z"
16,"1","2025-01-26T14:15:36.284343Z",154,"[{""start"":54,""end"":58,""text"":""MRPL"",""labels"":[""PROPN""]},{""start"":60,""end"":62,""text"":""और"",""labels"":[""CONJ""]},{""start"":100,""end"":104,""text"":""HPCL"",""labels"":[""PROPN""]},{""start"":106,""end"":108,""text"":""को"",""labels"":[""ADP""]},{""start"":6,""end"":8,""text"":""को"",""labels"":[""ADP""]},{""start"":0,""end"":5,""text"":""स्टॉक"",""labels"":[""NOUN""]},{""start"":9,""end"":16,""text"":""मैंगलोर"",""labels"":[""PROPN""]},{""start"":17,""end"":25,""text"":""रिफाइनरी"",""labels"":[""NOUN""]},{""start"":26,""end"":29,""text"":""एंड"",""labels"":[""CONJ""]},{""start"":30,""end"":44,""text"":""पेट्रोकेमिकल्स"",""labels"":[""NOUN""]},{""start"":45,""end"":52,""text"":""लिमिटेड"",""labels"":[""ADJ""]},{""start"":63,""end"":73,""text"":""हिंदुस्तान"",""labels"":[""PROPN""]},{""start"":74,""end"":84,""text"":""पेट्रोलियम"",""labels"":[""NOUN""]},{""start"":85,""end"":90,""text"":""कॉर्प"",""labels"":[""NOUN""]},{""start"":91,""end"":98,""text"":""लिमिटेड"",""labels"":[""NOUN""]},{""start"":109,""end"":113,""text"":""बेचा"",""labels"":[""VERB""]},{""start"":114,""end"":119,""text"":""जाएगा"",""labels"":[""VERB""]}]",118.732,"स्टॉक को मैंगलोर रिफाइनरी एंड पेट्रोकेमिकल्स लिमिटेड (MRPL) और हिंदुस्तान पेट्रोलियम कॉर्प लिमिटेड (HPCL) को बेचा जाएगा।","2025-01-26T14:15:36.284356Z"
17,"1","2025-01-26T14:18:16.735188Z",155,"[{""start"":22,""end"":23,""text"":""9"",""labels"":[""NUM""]},{""start"":30,""end"":34,""text"":""2021"",""labels"":[""NUM""]},{""start"":35,""end"":37,""text"":""को"",""labels"":[""ADP""]},{""start"":43,""end"":47,""text"":""2021"",""labels"":[""NUM""]},{""start"":48,""end"":52,""text"":""2022"",""labels"":[""NUM""]},{""start"":47,""end"":48,""text"":""-"",""labels"":[""X""]},{""start"":53,""end"":55,""text"":""के"",""labels"":[""ADP""]},{""start"":56,""end"":59,""text"":""लिए"",""labels"":[""ADP""]},{""start"":85,""end"":87,""text"":""UG"",""labels"":[""PROPN""]},{""start"":107,""end"":109,""text"":""PG"",""labels"":[""PROPN""]},{""start"":89,""end"":91,""text"":""और"",""labels"":[""CONJ""]},{""start"":119,""end"":121,""text"":""का"",""labels"":[""ADP""]},{""start"":0,""end"":6,""text"":""दिल्ली"",""labels"":[""PROPN""]},{""start"":7,""end"":18,""text"":""यूनिवर्सिटी"",""labels"":[""NOUN""]},{""start"":19,""end"":21,""text"":""ने"",""labels"":[""ADP""]},{""start"":24,""end"":29,""text"":""नवंबर"",""labels"":[""NOUN""]},{""start"":38,""end"":42,""text"":""वर्ष"",""labels"":[""NOUN""]},{""start"":60,""end"":66,""text"":""फर्स्ट"",""labels"":[""ADJ""]},{""start"":67,""end"":70,""text"":""ईयर"",""labels"":[""NOUN""]},{""start"":71,""end"":83,""text"":""अंडरग्रेजुएट"",""labels"":[""ADJ""]},{""start"":92,""end"":105,""text"":""पोस्टग्रेजुएट"",""labels"":[""ADJ""]},{""start"":111,""end"":118,""text"":""कोर्सेस"",""labels"":[""NOUN""]},{""start"":122,""end"":129,""text"":""एकेडमिक"",""labels"":[""ADJ""]},{""start"":130,""end"":137,""text"":""कैलेंडर"",""labels"":[""NOUN""]},{""start"":138,""end"":142,""text"":""जारी"",""labels"":[""VERB""]},{""start"":143,""end"":145,""text"":""कर"",""labels"":[""VERB""]},{""start"":146,""end"":150,""text"":""दिया"",""labels"":[""VERB""]},{""start"":151,""end"":153,""text"":""है"",""labels"":[""VERB""]}]",159.083,"दिल्ली यूनिवर्सिटी ने 9 नवंबर 2021 को वर्ष 2021-2022 के लिए फर्स्ट ईयर अंडरग्रेजुएट (UG) और पोस्टग्रेजुएट (PG) कोर्सेस का एकेडमिक कैलेंडर जारी कर दिया है।","2025-01-26T14:18:16.735205Z"
18,"1","2025-01-26T14:20:29.591227Z",156,"[{""start"":46,""end"":50,""text"":""ICMR"",""labels"":[""PROPN""]},{""start"":108,""end"":112,""text"":""NCDC"",""labels"":[""PROPN""]},{""start"":17,""end"":19,""text"":""का"",""labels"":[""ADP""]},{""start"":51,""end"":53,""text"":""के"",""labels"":[""ADP""]},{""start"":37,""end"":39,""text"":""का"",""labels"":[""ADP""]},{""start"":0,""end"":6,""text"":""जबलपुर"",""labels"":[""PROPN""]},{""start"":12,""end"":16,""text"":""एमपी"",""labels"":[""PROPN""]},{""start"":7,""end"":11,""text"":""सहित"",""labels"":[""ADP""]},{""start"":20,""end"":25,""text"":""जीनोम"",""labels"":[""NOUN""]},{""start"":26,""end"":36,""text"":""सिक्वेसिंग"",""labels"":[""NOUN""]},{""start"":40,""end"":45,""text"":""सैंपल"",""labels"":[""NOUN""]},{""start"":54,""end"":60,""text"":""माध्यम"",""labels"":[""NOUN""]},{""start"":64,""end"":70,""text"":""दिल्ली"",""labels"":[""PROPN""]},{""start"":61,""end"":63,""text"":""से"",""labels"":[""ADP""]},{""start"":71,""end"":76,""text"":""स्थित"",""labels"":[""ADJ""]},{""start"":77,""end"":82,""text"":""नेशनल"",""labels"":[""ADJ""]},{""start"":83,""end"":88,""text"":""सेंटर"",""labels"":[""NOUN""]},{""start"":89,""end"":92,""text"":""फॉर"",""labels"":[""ADP""]},{""start"":93,""end"":98,""text"":""डिजीज"",""labels"":[""NOUN""]},{""start"":99,""end"":106,""text"":""कंट्रोल"",""labels"":[""NOUN""]},{""start"":124,""end"":126,""text"":""है"",""labels"":[""VERB""]},{""start"":114,""end"":118,""text"":""भेजा"",""labels"":[""VERB""]},{""start"":119,""end"":123,""text"":""जाता"",""labels"":[""VERB""]}]",131.184,"जबलपुर सहित एमपी का जीनोम सिक्वेसिंग का सैंपल ICMR के माध्यम से दिल्ली स्थित नेशनल सेंटर फॉर डिजीज कंट्रोल (NCDC) भेजा जाता है।","2025-01-26T14:20:29.591238Z"
19,"1","2025-01-26T14:22:26.241710Z",157,"[{""start"":43,""end"":47,""text"":""ICSI"",""labels"":[""PROPN""]},{""start"":65,""end"":67,""text"":""CS"",""labels"":[""PROPN""]},{""start"":62,""end"":64,""text"":""को"",""labels"":[""ADP""]},{""start"":53,""end"":55,""text"":""18"",""labels"":[""NUM""]},{""start"":97,""end"":102,""text"":""CSEET"",""labels"":[""PROPN""]},{""start"":110,""end"":114,""text"":""2021"",""labels"":[""NUM""]},{""start"":115,""end"":117,""text"":""का"",""labels"":[""ADP""]},{""start"":0,""end"":11,""text"":""इंस्टीट्यूट"",""labels"":[""NOUN""]},{""start"":15,""end"":20,""text"":""कंपनी"",""labels"":[""NOUN""]},{""start"":21,""end"":31,""text"":""सेक्रेटरीज"",""labels"":[""NOUN""]},{""start"":12,""end"":14,""text"":""ऑफ"",""labels"":[""ADP""]},{""start"":32,""end"":34,""text"":""ऑफ"",""labels"":[""ADP""]},{""start"":35,""end"":41,""text"":""इंडिया"",""labels"":[""PROPN""]},{""start"":49,""end"":51,""text"":""आज"",""labels"":[""ADV""]},{""start"":56,""end"":61,""text"":""जनवरी"",""labels"":[""NOUN""]},{""start"":68,""end"":80,""text"":""एग्जीक्यूटिव"",""labels"":[""ADJ""]},{""start"":81,""end"":89,""text"":""एंट्रेंस"",""labels"":[""NOUN""]},{""start"":90,""end"":95,""text"":""टेस्ट"",""labels"":[""NOUN""]},{""start"":104,""end"":109,""text"":""जनवरी"",""labels"":[""NOUN""]},{""start"":118,""end"":124,""text"":""रिजल्ट"",""labels"":[""NOUN""]},{""start"":130,""end"":135,""text"":""करेगा"",""labels"":[""VERB""]},{""start"":125,""end"":129,""text"":""जारी"",""labels"":[""VERB""]}]",114.265,"इंस्टीट्यूट ऑफ कंपनी सेक्रेटरीज ऑफ इंडिया (ICSI) आज, 18 जनवरी को CS एग्जीक्यूटिव एंट्रेंस टेस्ट (CSEET) जनवरी 2021 का रिजल्ट जारी करेगा।","2025-01-26T14:22:26.241734Z"
20,"1","2025-01-26T14:23:59.949307Z",158,"[{""start"":101,""end"":104,""text"":""हैं"",""labels"":[""VERB""]},{""start"":98,""end"":100,""text"":""दी"",""labels"":[""VERB""]},{""start"":95,""end"":97,""text"":""कर"",""labels"":[""VERB""]},{""start"":19,""end"":22,""text"":""RRB"",""labels"":[""PROPN""]},{""start"":24,""end"":26,""text"":""ने"",""labels"":[""ADP""]},{""start"":27,""end"":31,""text"":""NTPC"",""labels"":[""PROPN""]},{""start"":0,""end"":5,""text"":""रेलवे"",""labels"":[""PROPN""]},{""start"":6,""end"":11,""text"":""भर्ती"",""labels"":[""NOUN""]},{""start"":12,""end"":17,""text"":""बोर्ड"",""labels"":[""NOUN""]},{""start"":32,""end"":37,""text"":""भर्ती"",""labels"":[""NOUN""]},{""start"":38,""end"":45,""text"":""परीक्षा"",""labels"":[""NOUN""]},{""start"":46,""end"":51,""text"":""दूसरे"",""labels"":[""ADJ""]},{""start"":52,""end"":55,""text"":""चरण"",""labels"":[""NOUN""]},{""start"":56,""end"":58,""text"":""की"",""labels"":[""ADP""]},{""start"":59,""end"":68,""text"":""परीक्षाओं"",""labels"":[""NOUN""]},{""start"":69,""end"":71,""text"":""के"",""labels"":[""ADP""]},{""start"":72,""end"":75,""text"":""लिए"",""labels"":[""ADP""]},{""start"":76,""end"":83,""text"":""एग्‍जाम"",""labels"":[""NOUN""]},{""start"":84,""end"":89,""text"":""डेट्स"",""labels"":[""NOUN""]},{""start"":90,""end"":94,""text"":""जारी"",""labels"":[""VERB""]}]",92.063,"रेलवे भर्ती बोर्ड (RRB) ने NTPC भर्ती परीक्षा दूसरे चरण की परीक्षाओं के लिए एग्‍जाम डेट्स जारी कर दी हैं।","2025-01-26T14:23:59.949324Z"
21,"1","2025-01-26T14:29:48.953538Z",159,"[{""start"":12,""end"":14,""text"":""के"",""labels"":[""ADP""]},{""start"":70,""end"":72,""text"":""और"",""labels"":[""CONJ""]},{""start"":0,""end"":4,""text"":""वहीं"",""labels"":[""ADV""]},{""start"":5,""end"":11,""text"":""पेटीएम"",""labels"":[""PROPN""]},{""start"":15,""end"":21,""text"":""मौजूदा"",""labels"":[""ADJ""]},{""start"":22,""end"":28,""text"":""निवेशक"",""labels"":[""NOUN""]},{""start"":29,""end"":38,""text"":""सॉफ्टबैंक"",""labels"":[""PROPN""]},{""start"":40,""end"":47,""text"":""अलीबाबा"",""labels"":[""PROPN""]},{""start"":49,""end"":52,""text"":""Ant"",""labels"":[""PROPN""]},{""start"":53,""end"":63,""text"":""फाइनेंशियल"",""labels"":[""ADJ""]},{""start"":64,""end"":69,""text"":""ग्रुप"",""labels"":[""NOUN""]},{""start"":73,""end"":77,""text"":""SAIF"",""labels"":[""PROPN""]},{""start"":78,""end"":80,""text"":""भी"",""labels"":[""ADV""]},{""start"":81,""end"":85,""text"":""अपनी"",""labels"":[""PRON""]},{""start"":86,""end"":96,""text"":""हिस्सेदारी"",""labels"":[""NOUN""]},{""start"":97,""end"":99,""text"":""कम"",""labels"":[""VERB""]},{""start"":100,""end"":106,""text"":""करेंगे"",""labels"":[""VERB""]}]",347.564,"वहीं पेटीएम के मौजूदा निवेशक सॉफ्टबैंक, अलीबाबा, Ant फाइनेंशियल ग्रुप और SAIF भी अपनी हिस्सेदारी कम करेंगे।","2025-01-26T14:29:48.953564Z"
